Date,Channel,Source,Campaign,Ad Set,Spend,Impressions,Clicks,Conversions,Video Views
2022-09-30,Programmatic,DV360,Integrated dedicated contingency,03-03,64339.14,159,16,2,165
2022-09-30,Programmatic,DV360,Profound intangible policy,04-03,20281.69,50,5,1,53
2022-09-30,Programmatic,DV360,Centralized modular throughput,05-03,84661.12,208,22,2,222
2022-09-30,Programmatic,DV360,Automated uniform software,06-03,46679.33,114,12,1,121
2022-09-30,Programmatic,DV360,Cross-platform static hierarchy,07-03,83825.47,209,22,2,221
2022-09-30,Programmatic,DV360,Networked value-added time-frame,08-03,90263.97,223,23,2,234
2022-10-07,Programmatic,DV360,Business-focused zero tolerance architecture,01-03,151256.97,364,39,4,388
2022-10-07,Programmatic,DV360,Persistent 24/7 attitude,02-03,2872.8,7,1,0,8
2022-10-07,Programmatic,DV360,Integrated dedicated contingency,03-03,37145.95,92,10,1,96
2022-10-07,Programmatic,DV360,Profound intangible policy,04-03,11621.2,29,3,0,31
2022-10-07,Programmatic,DV360,Centralized modular throughput,05-03,47011.42,116,12,1,123
2022-10-07,Programmatic,DV360,Automated uniform software,06-03,27355.97,68,7,1,71
2022-10-07,Programmatic,DV360,Cross-platform static hierarchy,07-03,47505.92,118,12,1,123
2022-10-07,Programmatic,DV360,Networked value-added time-frame,08-03,51504.6,122,13,1,130
2022-10-14,Programmatic,DV360,Business-focused zero tolerance architecture,01-03,151100.15,363,38,4,378
2022-10-14,Programmatic,DV360,Persistent 24/7 attitude,02-03,2884.17,7,1,0,8
2022-10-14,Programmatic,DV360,Integrated dedicated contingency,03-03,36111.39,89,9,1,94
2022-10-14,Programmatic,DV360,Profound intangible policy,04-03,11509.14,28,3,0,30
2022-10-14,Programmatic,DV360,Centralized modular throughput,05-03,47611.22,116,12,1,120
2022-10-14,Programmatic,DV360,Automated uniform software,06-03,27115.0,64,7,1,67
2022-10-14,Programmatic,DV360,Cross-platform static hierarchy,07-03,47155.23,118,12,1,121
2022-10-14,Programmatic,DV360,Networked value-added time-frame,08-03,51436.13,124,13,1,131
2022-10-21,Programmatic,DV360,Business-focused zero tolerance architecture,01-03,153126.08,365,38,4,379
2022-10-21,Programmatic,DV360,Persistent 24/7 attitude,02-03,2886.72,7,1,0,7
2022-10-21,Programmatic,DV360,Integrated dedicated contingency,03-03,35968.04,88,9,1,93
2022-10-21,Programmatic,DV360,Profound intangible policy,04-03,11263.08,30,3,0,31
2022-10-21,Programmatic,DV360,Centralized modular throughput,05-03,47242.92,124,13,1,130
2022-10-21,Programmatic,DV360,Automated uniform software,06-03,26404.83,65,7,1,67
2022-10-21,Programmatic,DV360,Cross-platform static hierarchy,07-03,47265.7,113,12,1,118
2022-10-21,Programmatic,DV360,Networked value-added time-frame,08-03,52141.64,132,14,1,140
2022-10-28,Programmatic,DV360,Business-focused zero tolerance architecture,01-03,234873.18,572,60,6,594
2022-10-28,Programmatic,DV360,Persistent 24/7 attitude,02-03,4400.33,10,1,0,11
2022-10-28,Programmatic,DV360,Integrated dedicated contingency,03-03,54050.66,131,14,1,135
2022-10-28,Programmatic,DV360,Profound intangible policy,04-03,16862.51,42,4,0,43
2022-10-28,Programmatic,DV360,Centralized modular throughput,05-03,71342.95,182,19,2,193
2022-10-28,Programmatic,DV360,Automated uniform software,06-03,39639.15,97,10,1,102
2022-10-28,Programmatic,DV360,Cross-platform static hierarchy,07-03,70265.08,177,18,2,183
2022-10-28,Programmatic,DV360,Networked value-added time-frame,08-03,78076.95,196,21,2,205
2022-11-04,Programmatic,DV360,Business-focused zero tolerance architecture,01-03,169931.3,413,44,4,429
2022-11-04,Programmatic,DV360,Persistent 24/7 attitude,02-03,3205.84,8,1,0,8
2022-11-04,Programmatic,DV360,Integrated dedicated contingency,03-03,40181.16,102,11,1,106
2022-11-04,Programmatic,DV360,Profound intangible policy,04-03,12632.7,31,3,0,32
2022-11-04,Programmatic,DV360,Centralized modular throughput,05-03,51710.46,124,13,1,128
2022-11-04,Programmatic,DV360,Automated uniform software,06-03,29062.1,69,7,1,72
2022-11-04,Programmatic,DV360,Cross-platform static hierarchy,07-03,50857.8,126,13,1,132
2022-11-04,Programmatic,DV360,Networked value-added time-frame,08-03,56318.84,137,14,1,146
2022-11-11,Programmatic,DV360,Business-focused zero tolerance architecture,01-03,168539.27,414,43,4,438
2022-11-11,Programmatic,DV360,Persistent 24/7 attitude,02-03,3178.89,8,1,0,8
2022-11-11,Programmatic,DV360,Integrated dedicated contingency,03-03,40508.63,98,10,1,102
2022-11-11,Programmatic,DV360,Profound intangible policy,04-03,12290.41,31,3,0,33
2022-11-11,Programmatic,DV360,Centralized modular throughput,05-03,50902.61,124,13,1,133
2022-11-11,Programmatic,DV360,Automated uniform software,06-03,28718.51,71,7,1,76
2022-11-11,Programmatic,DV360,Cross-platform static hierarchy,07-03,51842.47,131,14,1,137
2022-11-11,Programmatic,DV360,Networked value-added time-frame,08-03,55581.58,137,14,1,146
2022-11-18,Programmatic,DV360,Business-focused zero tolerance architecture,01-03,113654.26,271,28,3,284
2022-11-18,Programmatic,DV360,Persistent 24/7 attitude,02-03,2090.26,5,1,0,6
2022-11-18,Programmatic,DV360,Integrated dedicated contingency,03-03,26871.11,66,7,1,71
2022-11-18,Programmatic,DV360,Profound intangible policy,04-03,8393.56,20,2,0,21
2022-11-18,Programmatic,DV360,Centralized modular throughput,05-03,34072.84,82,9,1,87
2022-11-18,Programmatic,DV360,Automated uniform software,06-03,19634.88,49,5,1,52
2022-11-18,Programmatic,DV360,Cross-platform static hierarchy,07-03,34143.51,85,9,1,88
2022-11-18,Programmatic,DV360,Networked value-added time-frame,08-03,37686.66,98,10,1,101
2022-11-25,Programmatic,DV360,Business-focused zero tolerance architecture,01-03,112778.53,265,28,3,278
2022-11-25,Programmatic,DV360,Persistent 24/7 attitude,02-03,2109.83,5,1,0,5
2022-11-25,Programmatic,DV360,Integrated dedicated contingency,03-03,26928.32,65,7,1,69
2022-11-25,Programmatic,DV360,Profound intangible policy,04-03,8285.41,19,2,0,20
2022-11-25,Programmatic,DV360,Centralized modular throughput,05-03,33673.3,81,9,1,84
2022-11-25,Programmatic,DV360,Automated uniform software,06-03,19552.2,48,5,0,51
2022-11-25,Programmatic,DV360,Cross-platform static hierarchy,07-03,34160.39,81,9,1,84
2022-11-25,Programmatic,DV360,Networked value-added time-frame,08-03,37814.98,95,10,1,98
2022-12-02,Programmatic,DV360,Business-focused zero tolerance architecture,01-04,178574.55,427,45,4,448
2022-12-02,Programmatic,DV360,Persistent 24/7 attitude,02-04,3488.03,9,1,0,9
2022-12-02,Programmatic,DV360,Integrated dedicated contingency,03-04,42601.3,102,11,1,107
2022-12-02,Programmatic,DV360,Profound intangible policy,04-04,13664.22,34,4,0,35
2022-12-02,Programmatic,DV360,Centralized modular throughput,05-04,55835.37,142,15,1,152
2022-12-02,Programmatic,DV360,Automated uniform software,06-04,31814.03,81,8,1,85
2022-12-02,Programmatic,DV360,Cross-platform static hierarchy,07-04,56626.64,138,14,1,144
2022-12-02,Programmatic,DV360,Networked value-added time-frame,08-04,60724.96,153,16,2,163
2022-12-09,Programmatic,DV360,Business-focused zero tolerance architecture,01-04,271840.61,669,70,7,707
2022-12-09,Programmatic,DV360,Persistent 24/7 attitude,02-04,5065.62,12,1,0,13
2022-12-09,Programmatic,DV360,Integrated dedicated contingency,03-04,63712.26,154,16,2,162
2022-12-09,Programmatic,DV360,Profound intangible policy,04-04,20031.64,50,5,0,52
2022-12-09,Programmatic,DV360,Centralized modular throughput,05-04,81909.73,198,21,2,205
2022-12-09,Programmatic,DV360,Automated uniform software,06-04,47240.95,117,12,1,125
2022-12-09,Programmatic,DV360,Cross-platform static hierarchy,07-04,85012.53,206,22,2,212
2022-12-09,Programmatic,DV360,Networked value-added time-frame,08-04,89529.78,211,22,2,221
2022-12-16,Programmatic,DV360,Business-focused zero tolerance architecture,01-04,276113.01,694,74,7,730
2022-12-16,Programmatic,DV360,Persistent 24/7 attitude,02-04,5136.82,12,1,0,13
2022-12-16,Programmatic,DV360,Integrated dedicated contingency,03-04,66127.9,166,17,2,177
2022-12-16,Programmatic,DV360,Profound intangible policy,04-04,20355.73,49,5,0,52
2022-12-16,Programmatic,DV360,Centralized modular throughput,05-04,83107.3,206,22,2,215
2022-12-16,Programmatic,DV360,Automated uniform software,06-04,48445.08,119,12,1,126
2022-12-16,Programmatic,DV360,Cross-platform static hierarchy,07-04,85194.0,213,22,2,226
2022-12-16,Programmatic,DV360,Networked value-added time-frame,08-04,92162.27,224,23,2,232
2022-12-23,Programmatic,DV360,Business-focused zero tolerance architecture,01-04,269015.97,672,71,7,714
2022-12-23,Programmatic,DV360,Persistent 24/7 attitude,02-04,5216.69,13,1,0,14
2022-12-23,Programmatic,DV360,Integrated dedicated contingency,03-04,63770.87,157,16,2,165
2022-12-23,Programmatic,DV360,Profound intangible policy,04-04,20352.43,50,5,1,53
2022-12-23,Programmatic,DV360,Centralized modular throughput,05-04,81755.19,197,21,2,204
2022-12-23,Programmatic,DV360,Automated uniform software,06-04,48011.76,122,13,1,130
2022-12-23,Programmatic,DV360,Cross-platform static hierarchy,07-04,82590.12,199,21,2,207
2022-12-23,Programmatic,DV360,Networked value-added time-frame,08-04,88982.84,219,23,2,231
2022-12-30,Programmatic,DV360,Business-focused zero tolerance architecture,01-04,183548.91,437,46,5,453
2022-12-30,Programmatic,DV360,Persistent 24/7 attitude,02-04,3480.27,9,1,0,9
2022-12-30,Programmatic,DV360,Integrated dedicated contingency,03-04,42863.49,106,11,1,112
2022-12-30,Programmatic,DV360,Profound intangible policy,04-04,13513.71,33,3,0,34
2022-12-30,Programmatic,DV360,Centralized modular throughput,05-04,54697.21,130,14,1,138
2022-12-30,Programmatic,DV360,Automated uniform software,06-04,32305.87,83,9,1,87
2022-12-30,Programmatic,DV360,Cross-platform static hierarchy,07-04,57018.51,139,15,1,148
2022-12-30,Programmatic,DV360,Networked value-added time-frame,08-04,60189.3,152,16,2,162
2023-01-06,Programmatic,DV360,Business-focused zero tolerance architecture,01-04,156494.8,379,39,4,405
2023-01-06,Programmatic,DV360,Persistent 24/7 attitude,02-04,2962.5,7,1,0,8
2023-01-06,Programmatic,DV360,Integrated dedicated contingency,03-04,37363.21,93,10,1,99
2023-01-06,Programmatic,DV360,Profound intangible policy,04-04,11365.68,30,3,0,31
2023-01-06,Programmatic,DV360,Centralized modular throughput,05-04,46450.2,114,12,1,121
2023-01-06,Programmatic,DV360,Automated uniform software,06-04,26834.89,66,7,1,68
2023-01-06,Programmatic,DV360,Cross-platform static hierarchy,07-04,46579.56,113,12,1,118
2023-01-06,Programmatic,DV360,Networked value-added time-frame,08-04,51046.72,128,13,1,133
2023-01-13,Programmatic,DV360,Business-focused zero tolerance architecture,01-04,154594.08,395,41,4,422
2023-01-13,Programmatic,DV360,Persistent 24/7 attitude,02-04,2882.29,7,1,0,8
2023-01-13,Programmatic,DV360,Integrated dedicated contingency,03-04,35974.67,89,9,1,93
2023-01-13,Programmatic,DV360,Profound intangible policy,04-04,11560.32,29,3,0,30
2023-01-13,Programmatic,DV360,Centralized modular throughput,05-04,47110.95,115,12,1,122
2023-01-13,Programmatic,DV360,Automated uniform software,06-04,27180.71,69,7,1,71
2023-01-13,Programmatic,DV360,Cross-platform static hierarchy,07-04,46925.84,117,12,1,124
2023-01-13,Programmatic,DV360,Networked value-added time-frame,08-04,51743.33,124,13,1,129
2023-01-20,Programmatic,DV360,Business-focused zero tolerance architecture,01-04,231546.44,559,59,6,577
2023-01-20,Programmatic,DV360,Persistent 24/7 attitude,02-04,4438.16,11,1,0,11
2023-01-20,Programmatic,DV360,Integrated dedicated contingency,03-04,55198.42,140,14,1,149
2023-01-20,Programmatic,DV360,Profound intangible policy,04-04,16822.97,42,4,0,44
2023-01-20,Programmatic,DV360,Centralized modular throughput,05-04,71345.92,180,19,2,188
2023-01-20,Programmatic,DV360,Automated uniform software,06-04,39666.67,102,11,1,109
2023-01-20,Programmatic,DV360,Cross-platform static hierarchy,07-04,70660.57,171,18,2,181
2023-01-20,Programmatic,DV360,Networked value-added time-frame,08-04,76327.24,197,21,2,204
2023-01-27,Programmatic,DV360,Business-focused zero tolerance architecture,01-04,226648.28,580,60,6,600
2023-01-27,Programmatic,DV360,Persistent 24/7 attitude,02-04,4351.16,11,1,0,11
2023-01-27,Programmatic,DV360,Integrated dedicated contingency,03-04,53894.17,139,15,1,147
2023-01-27,Programmatic,DV360,Profound intangible policy,04-04,16982.28,43,5,0,46
2023-01-27,Programmatic,DV360,Centralized modular throughput,05-04,70651.26,171,18,2,182
2023-01-27,Programmatic,DV360,Automated uniform software,06-04,40754.08,100,10,1,106
2023-01-27,Programmatic,DV360,Cross-platform static hierarchy,07-04,69847.81,169,18,2,174
2023-01-27,Programmatic,DV360,Networked value-added time-frame,08-04,77139.56,184,20,2,191
2023-02-03,Programmatic,DV360,Business-focused zero tolerance architecture,01-04,170523.72,431,46,4,447
2023-02-03,Programmatic,DV360,Persistent 24/7 attitude,02-04,3154.94,8,1,0,9
2023-02-03,Programmatic,DV360,Integrated dedicated contingency,03-04,40538.39,100,11,1,106
2023-02-03,Programmatic,DV360,Profound intangible policy,04-04,12314.81,31,3,0,33
2023-02-03,Programmatic,DV360,Centralized modular throughput,05-04,50298.96,120,12,1,125
2023-02-03,Programmatic,DV360,Automated uniform software,06-04,29649.74,72,7,1,76
2023-02-03,Programmatic,DV360,Cross-platform static hierarchy,07-04,52458.2,128,13,1,133
2023-02-03,Programmatic,DV360,Networked value-added time-frame,08-04,55946.64,134,14,1,141
2023-02-10,Programmatic,DV360,Business-focused zero tolerance architecture,01-04,110098.88,275,29,3,285
2023-02-10,Programmatic,DV360,Persistent 24/7 attitude,02-04,2123.62,5,1,0,5
2023-02-10,Programmatic,DV360,Integrated dedicated contingency,03-04,26467.38,65,7,1,69
2023-02-10,Programmatic,DV360,Profound intangible policy,04-04,8169.67,19,2,0,20
2023-02-10,Programmatic,DV360,Centralized modular throughput,05-04,33545.85,80,8,1,85
2023-02-10,Programmatic,DV360,Automated uniform software,06-04,19148.32,47,5,0,48
2023-02-10,Programmatic,DV360,Cross-platform static hierarchy,07-04,34919.38,86,9,1,91
2023-02-10,Programmatic,DV360,Networked value-added time-frame,08-04,37975.78,92,10,1,98
2023-02-17,Programmatic,DV360,Business-focused zero tolerance architecture,01-04,110680.61,265,28,3,273
2023-02-17,Programmatic,DV360,Persistent 24/7 attitude,02-04,2128.03,5,1,0,5
2023-02-17,Programmatic,DV360,Integrated dedicated contingency,03-04,26965.47,66,7,1,69
2023-02-17,Programmatic,DV360,Profound intangible policy,04-04,8281.14,20,2,0,21
2023-02-17,Programmatic,DV360,Centralized modular throughput,05-04,34343.95,86,9,1,91
2023-02-17,Programmatic,DV360,Automated uniform software,06-04,19528.13,48,5,0,51
2023-02-17,Programmatic,DV360,Cross-platform static hierarchy,07-04,33935.38,88,9,1,93
2023-02-17,Programmatic,DV360,Networked value-added time-frame,08-04,36813.16,92,10,1,97
2023-02-24,Programmatic,DV360,Business-focused zero tolerance architecture,01-04,113085.97,283,30,3,303
2023-02-24,Programmatic,DV360,Persistent 24/7 attitude,02-04,2150.75,5,1,0,5
2023-02-24,Programmatic,DV360,Integrated dedicated contingency,03-04,26286.38,62,7,1,67
2023-02-24,Programmatic,DV360,Profound intangible policy,04-04,8304.3,21,2,0,22
2023-02-24,Programmatic,DV360,Centralized modular throughput,05-04,33848.11,82,8,1,87
2023-02-24,Programmatic,DV360,Automated uniform software,06-04,19522.26,48,5,0,51
2023-02-24,Programmatic,DV360,Cross-platform static hierarchy,07-04,34508.45,89,9,1,95
2023-02-24,Programmatic,DV360,Networked value-added time-frame,08-04,37415.0,92,9,1,98
2023-03-03,Programmatic,DV360,Business-focused zero tolerance architecture,01-01,274782.64,690,73,7,715
2023-03-03,Programmatic,DV360,Persistent 24/7 attitude,02-01,5216.08,14,1,0,14
2023-03-03,Programmatic,DV360,Integrated dedicated contingency,03-01,65454.67,164,17,2,172
2023-03-03,Programmatic,DV360,Profound intangible policy,04-01,19868.1,49,5,0,51
2023-03-03,Programmatic,DV360,Centralized modular throughput,05-01,84182.33,208,22,2,220
2023-03-03,Programmatic,DV360,Automated uniform software,06-01,48168.61,119,12,1,125
2023-03-03,Programmatic,DV360,Cross-platform static hierarchy,07-01,85479.07,208,21,2,221
2023-03-03,Programmatic,DV360,Networked value-added time-frame,08-01,90297.86,224,24,2,231
2023-03-10,Programmatic,DV360,Business-focused zero tolerance architecture,01-01,271127.16,689,72,7,718
2023-03-10,Programmatic,DV360,Persistent 24/7 attitude,02-01,5230.19,13,1,0,13
2023-03-10,Programmatic,DV360,Integrated dedicated contingency,03-01,64047.87,160,17,2,168
2023-03-10,Programmatic,DV360,Profound intangible policy,04-01,19896.83,49,5,1,51
2023-03-10,Programmatic,DV360,Centralized modular throughput,05-01,81675.26,198,21,2,206
2023-03-10,Programmatic,DV360,Automated uniform software,06-01,46697.53,119,12,1,126
2023-03-10,Programmatic,DV360,Cross-platform static hierarchy,07-01,83490.0,200,21,2,211
2023-03-10,Programmatic,DV360,Networked value-added time-frame,08-01,89613.2,216,23,2,225
2023-03-17,Programmatic,DV360,Business-focused zero tolerance architecture,01-01,272749.46,676,70,7,707
2023-03-17,Programmatic,DV360,Persistent 24/7 attitude,02-01,5176.67,13,1,0,14
2023-03-17,Programmatic,DV360,Integrated dedicated contingency,03-01,64178.22,157,17,2,166
2023-03-17,Programmatic,DV360,Profound intangible policy,04-01,20107.31,50,5,1,53
2023-03-17,Programmatic,DV360,Centralized modular throughput,05-01,82070.67,207,22,2,220
2023-03-17,Programmatic,DV360,Automated uniform software,06-01,47233.68,116,12,1,122
2023-03-17,Programmatic,DV360,Cross-platform static hierarchy,07-01,84522.49,203,21,2,217
2023-03-17,Programmatic,DV360,Networked value-added time-frame,08-01,91208.68,229,24,2,242
2023-03-24,Programmatic,DV360,Business-focused zero tolerance architecture,01-01,180727.36,449,47,5,473
2023-03-24,Programmatic,DV360,Persistent 24/7 attitude,02-01,3390.0,8,1,0,9
2023-03-24,Programmatic,DV360,Integrated dedicated contingency,03-01,42965.07,104,11,1,108
2023-03-24,Programmatic,DV360,Profound intangible policy,04-01,13220.52,34,4,0,36
2023-03-24,Programmatic,DV360,Centralized modular throughput,05-01,54603.6,132,14,1,138
2023-03-24,Programmatic,DV360,Automated uniform software,06-01,31251.88,77,8,1,81
2023-03-24,Programmatic,DV360,Cross-platform static hierarchy,07-01,56868.13,146,15,2,153
2023-03-24,Programmatic,DV360,Networked value-added time-frame,08-01,60467.05,152,16,2,160
2023-03-31,Programmatic,DV360,Business-focused zero tolerance architecture,01-01,180419.15,444,47,5,461
2023-03-31,Programmatic,DV360,Persistent 24/7 attitude,02-01,3415.78,8,1,0,9
2023-03-31,Programmatic,DV360,Integrated dedicated contingency,03-01,42776.52,104,11,1,110
2023-03-31,Programmatic,DV360,Profound intangible policy,04-01,13256.61,33,3,0,34
2023-03-31,Programmatic,DV360,Centralized modular throughput,05-01,55274.51,139,15,1,146
2023-03-31,Programmatic,DV360,Automated uniform software,06-01,31649.57,76,8,1,80
2023-03-31,Programmatic,DV360,Cross-platform static hierarchy,07-01,56177.54,140,15,1,149
2023-03-31,Programmatic,DV360,Networked value-added time-frame,08-01,61350.27,154,16,2,159
2023-04-07,Programmatic,DV360,Business-focused zero tolerance architecture,01-01,157004.62,391,42,4,412
2023-04-07,Programmatic,DV360,Persistent 24/7 attitude,02-01,2966.41,7,1,0,8
2023-04-07,Programmatic,DV360,Integrated dedicated contingency,03-01,36134.16,92,10,1,95
2023-04-07,Programmatic,DV360,Profound intangible policy,04-01,11406.35,29,3,0,31
2023-04-07,Programmatic,DV360,Centralized modular throughput,05-01,47605.78,119,12,1,126
2023-04-07,Programmatic,DV360,Automated uniform software,06-01,26309.72,65,7,1,69
2023-04-07,Programmatic,DV360,Cross-platform static hierarchy,07-01,46453.17,115,12,1,119
2023-04-07,Programmatic,DV360,Networked value-added time-frame,08-01,51920.42,128,14,1,133
2023-04-14,Programmatic,DV360,Business-focused zero tolerance architecture,01-01,234068.38,586,61,6,626
2023-04-14,Programmatic,DV360,Persistent 24/7 attitude,02-01,4426.21,11,1,0,11
2023-04-14,Programmatic,DV360,Integrated dedicated contingency,03-01,54105.66,137,14,1,146
2023-04-14,Programmatic,DV360,Profound intangible policy,04-01,16810.12,42,4,0,44
2023-04-14,Programmatic,DV360,Centralized modular throughput,05-01,71421.5,179,19,2,188
2023-04-14,Programmatic,DV360,Automated uniform software,06-01,40403.92,101,11,1,107
2023-04-14,Programmatic,DV360,Cross-platform static hierarchy,07-01,72375.17,176,18,2,185
2023-04-14,Programmatic,DV360,Networked value-added time-frame,08-01,78260.68,198,21,2,204
2023-04-21,Programmatic,DV360,Business-focused zero tolerance architecture,01-01,232957.08,571,60,6,609
2023-04-21,Programmatic,DV360,Persistent 24/7 attitude,02-01,4298.47,10,1,0,11
2023-04-21,Programmatic,DV360,Integrated dedicated contingency,03-01,55461.25,139,15,1,148
2023-04-21,Programmatic,DV360,Profound intangible policy,04-01,17300.22,44,5,0,46
2023-04-21,Programmatic,DV360,Centralized modular throughput,05-01,69305.76,164,18,2,172
2023-04-21,Programmatic,DV360,Automated uniform software,06-01,41025.14,102,11,1,107
2023-04-21,Programmatic,DV360,Cross-platform static hierarchy,07-01,70533.26,170,18,2,180
2023-04-21,Programmatic,DV360,Networked value-added time-frame,08-01,76568.09,190,20,2,201
2023-04-28,Programmatic,DV360,Business-focused zero tolerance architecture,01-01,229262.51,558,58,6,575
2023-04-28,Programmatic,DV360,Persistent 24/7 attitude,02-01,4442.44,11,1,0,12
2023-04-28,Programmatic,DV360,Integrated dedicated contingency,03-01,54909.02,133,14,1,137
2023-04-28,Programmatic,DV360,Profound intangible policy,04-01,17280.13,42,4,0,44
2023-04-28,Programmatic,DV360,Centralized modular throughput,05-01,71339.71,177,18,2,183
2023-04-28,Programmatic,DV360,Automated uniform software,06-01,40670.93,105,11,1,108
2023-04-28,Programmatic,DV360,Cross-platform static hierarchy,07-01,70657.75,174,18,2,180
2023-04-28,Programmatic,DV360,Networked value-added time-frame,08-01,78262.42,192,20,2,198
2023-05-05,Programmatic,DV360,Business-focused zero tolerance architecture,01-01,112507.99,276,29,3,293
2023-05-05,Programmatic,DV360,Persistent 24/7 attitude,02-01,2114.69,5,1,0,5
2023-05-05,Programmatic,DV360,Integrated dedicated contingency,03-01,26182.25,63,7,1,66
2023-05-05,Programmatic,DV360,Profound intangible policy,04-01,8291.47,20,2,0,21
2023-05-05,Programmatic,DV360,Centralized modular throughput,05-01,34015.69,83,9,1,85
2023-05-05,Programmatic,DV360,Automated uniform software,06-01,19745.36,49,5,1,52
2023-05-05,Programmatic,DV360,Cross-platform static hierarchy,07-01,34738.47,87,9,1,91
2023-05-05,Programmatic,DV360,Networked value-added time-frame,08-01,37420.49,89,9,1,95
2023-05-12,Programmatic,DV360,Business-focused zero tolerance architecture,01-01,112811.67,282,30,3,297
2023-05-12,Programmatic,DV360,Persistent 24/7 attitude,02-01,2152.17,6,1,0,6
2023-05-12,Programmatic,DV360,Integrated dedicated contingency,03-01,26385.1,66,7,1,70
2023-05-12,Programmatic,DV360,Profound intangible policy,04-01,8343.01,21,2,0,22
2023-05-12,Programmatic,DV360,Centralized modular throughput,05-01,34266.66,82,9,1,87
2023-05-12,Programmatic,DV360,Automated uniform software,06-01,19593.07,48,5,1,50
2023-05-12,Programmatic,DV360,Cross-platform static hierarchy,07-01,34236.06,86,9,1,90
2023-05-12,Programmatic,DV360,Networked value-added time-frame,08-01,37289.8,94,10,1,98
2023-05-19,Programmatic,DV360,Business-focused zero tolerance architecture,01-01,113618.45,290,31,3,301
2023-05-19,Programmatic,DV360,Persistent 24/7 attitude,02-01,2151.95,5,1,0,6
2023-05-19,Programmatic,DV360,Integrated dedicated contingency,03-01,26207.12,65,7,1,68
2023-05-19,Programmatic,DV360,Profound intangible policy,04-01,8288.48,21,2,0,22
2023-05-19,Programmatic,DV360,Centralized modular throughput,05-01,33760.46,85,9,1,91
2023-05-19,Programmatic,DV360,Automated uniform software,06-01,19366.29,47,5,0,49
2023-05-19,Programmatic,DV360,Cross-platform static hierarchy,07-01,35108.82,86,9,1,89
2023-05-19,Programmatic,DV360,Networked value-added time-frame,08-01,36788.69,94,10,1,99
2023-05-26,Programmatic,DV360,Business-focused zero tolerance architecture,01-01,171084.3,431,45,4,452
2023-05-26,Programmatic,DV360,Persistent 24/7 attitude,02-01,3123.16,8,1,0,8
2023-05-26,Programmatic,DV360,Integrated dedicated contingency,03-01,39741.84,98,10,1,104
2023-05-26,Programmatic,DV360,Profound intangible policy,04-01,12425.74,31,3,0,32
2023-05-26,Programmatic,DV360,Centralized modular throughput,05-01,51227.43,121,13,1,125
2023-05-26,Programmatic,DV360,Automated uniform software,06-01,28842.93,71,7,1,74
2023-05-26,Programmatic,DV360,Cross-platform static hierarchy,07-01,51388.88,129,14,1,135
2023-05-26,Programmatic,DV360,Networked value-added time-frame,08-01,55268.51,136,14,1,141
2023-06-02,Programmatic,DV360,Business-focused zero tolerance architecture,01-02,271121.48,657,69,7,692
2023-06-02,Programmatic,DV360,Persistent 24/7 attitude,02-02,5227.26,13,1,0,14
2023-06-02,Programmatic,DV360,Integrated dedicated contingency,03-02,64477.18,163,17,2,168
2023-06-02,Programmatic,DV360,Profound intangible policy,04-02,20082.74,49,5,0,51
2023-06-02,Programmatic,DV360,Centralized modular throughput,05-02,82996.44,204,21,2,217
2023-06-02,Programmatic,DV360,Automated uniform software,06-02,47030.71,116,12,1,121
2023-06-02,Programmatic,DV360,Cross-platform static hierarchy,07-02,83132.03,210,22,2,224
2023-06-02,Programmatic,DV360,Networked value-added time-frame,08-02,92543.46,226,24,2,234
2023-06-09,Programmatic,DV360,Business-focused zero tolerance architecture,01-02,274319.87,663,70,7,700
2023-06-09,Programmatic,DV360,Persistent 24/7 attitude,02-02,5162.97,13,1,0,13
2023-06-09,Programmatic,DV360,Integrated dedicated contingency,03-02,63973.14,157,17,2,162
2023-06-09,Programmatic,DV360,Profound intangible policy,04-02,20376.78,50,5,1,53
2023-06-09,Programmatic,DV360,Centralized modular throughput,05-02,83764.84,216,23,2,228
2023-06-09,Programmatic,DV360,Automated uniform software,06-02,46789.95,113,12,1,117
2023-06-09,Programmatic,DV360,Cross-platform static hierarchy,07-02,83742.27,203,21,2,213
2023-06-09,Programmatic,DV360,Networked value-added time-frame,08-02,91428.43,224,23,2,239
2023-06-16,Programmatic,DV360,Business-focused zero tolerance architecture,01-02,182675.46,458,48,5,479
2023-06-16,Programmatic,DV360,Persistent 24/7 attitude,02-02,3496.96,8,1,0,9
2023-06-16,Programmatic,DV360,Integrated dedicated contingency,03-02,43173.85,107,11,1,112
2023-06-16,Programmatic,DV360,Profound intangible policy,04-02,13448.78,33,3,0,35
2023-06-16,Programmatic,DV360,Centralized modular throughput,05-02,56006.98,140,15,2,148
2023-06-16,Programmatic,DV360,Automated uniform software,06-02,31612.0,79,8,1,81
2023-06-16,Programmatic,DV360,Cross-platform static hierarchy,07-02,55659.29,139,14,1,144
2023-06-16,Programmatic,DV360,Networked value-added time-frame,08-02,59481.18,146,15,1,155
2023-06-23,Programmatic,DV360,Business-focused zero tolerance architecture,01-02,183461.63,471,49,5,503
2023-06-23,Programmatic,DV360,Persistent 24/7 attitude,02-02,3458.87,8,1,0,9
2023-06-23,Programmatic,DV360,Integrated dedicated contingency,03-02,43497.34,110,11,1,114
2023-06-23,Programmatic,DV360,Profound intangible policy,04-02,13444.57,33,4,0,34
2023-06-23,Programmatic,DV360,Centralized modular throughput,05-02,56466.46,141,15,2,148
